tconst	averageRating	numVotes
tt1361838	2.6	442
tt1361843	6.0	3080
tt1362045	6.0	741
tt1362058	5.9	18271
tt1362068	5.2	238
tt1362103	4.0	1801
tt1362118	6.2	891
tt1362141	3.6	263
tt1362435	7.9	135
tt1362518	7.2	462
tt1362554	6.2	216
tt1363091	5.5	473
tt1363106	4.3	127
tt1363113	7.2	113
tt1363125	2.5	282
tt1363140	6.4	2935
tt1363141	3.8	154
tt1363362	5.5	199
tt1363363	1.7	570
tt1363376	6.8	102
tt1363468	6.4	1004
tt1363477	5.3	129
tt1363490	6.6	255
tt1364189	7.3	821
tt1364289	2.8	1478
tt1364478	7.2	756
tt1364481	6.8	977
tt1364487	7.3	2167
tt1364497	6.4	267
tt1365022	6.6	147
tt1365023	7.6	162
tt1365026	6.7	105
tt1365030	7.8	2110
tt1365048	4.3	2436
tt1365050	7.7	72725
tt1365055	4.8	117
tt1365436	4.5	147
tt1365441	4.7	119
tt1365448	5.3	140
tt1365451	5.0	597
tt1365470	6.0	317
tt1365471	3.8	1303
tt1365474	6.8	5191
tt1365482	6.4	143
tt1365483	4.7	2516
tt1365485	5.3	122
tt1365490	6.4	506
tt1365491	6.4	143
tt1365500	6.1	123
tt1365519	6.3	188010
tt1365637	6.4	206
tt1365654	7.5	118
tt1366245	5.4	105
tt1366338	5.7	2200
tt1366344	5.7	67820
tt1366365	4.9	35201
tt1366409	6.2	3197
tt1366687	5.8	1545
tt1366920	6.3	424
tt1366981	7.0	2476
tt1367236	4.9	230
tt1368027	7.3	166
tt1368068	7.5	1691
tt1368102	7.2	207
tt1368116	6.7	10088
tt1368439	7.7	1100
tt1368440	4.7	8773
tt1368443	6.7	1886
tt1368447	6.3	306
tt1368448	5.9	389
tt1368491	7.7	6418
tt1368858	5.4	4425
tt1368859	7.4	158
tt1368860	3.5	200
tt1368864	6.3	1582
tt1368870	4.6	967
tt1369570	8.3	129
tt1369571	3.9	550
tt1369647	6.6	1134
tt1369667	6.7	1265
tt1369669	3.6	257
tt1369684	8.5	839
tt1369706	5.6	40173
tt1369830	6.9	307
tt1369835	5.9	151
tt1370135	5.0	547
tt1370212	7.4	3043
tt1370312	4.4	215
tt1370379	4.0	106
tt1370426	2.7	681
tt1370429	7.3	2673
tt1370439	2.5	604
tt1370728	4.4	123
tt1370889	6.8	2743
tt1371111	7.4	342389
tt1371117	6.4	3233
tt1371126	6.4	178
tt1371150	6.6	72503
tt1371155	7.2	14293
tt1371160	6.9	1244
tt1371574	7.2	4663
tt1371585	6.9	2065
tt1371619	6.7	146
tt1371628	6.8	329
tt1371630	6.9	6105
tt1371631	6.2	945
tt1371638	6.6	338
tt1371700	6.5	354
tt1371723	6.0	632
tt1372256	7.5	115
tt1372266	5.4	274
tt1372282	6.6	725
tt1372301	7.5	3030
tt1372306	5.8	564
tt1372308	4.7	185
tt1372681	5.0	845
tt1372685	7.4	583
tt1372686	6.1	30816
tt1372687	6.2	440
tt1372689	5.1	837
tt1372692	5.2	553
tt1372718	6.5	140
tt1372746	6.3	344
tt1372747	5.0	870
tt1373098	6.0	114
tt1373120	7.6	4800
tt1373149	3.2	637
tt1373156	7.1	10404
tt1373215	4.2	18801
tt1373243	6.2	631
tt1373273	5.0	252
tt1373403	2.4	159
tt1373405	2.5	140
tt1373406	6.1	624
tt1373454	3.9	303
tt1374855	2.9	165
tt1374958	6.4	275
tt1374985	6.7	1397
tt1374988	6.2	180
tt1374989	5.8	50986
tt1374990	5.9	1586
tt1374992	6.4	68993
tt1374996	5.8	151
tt1375666	8.8	2032675
tt1375669	6.5	2777
tt1375670	5.9	226243
tt1375730	6.7	195
tt1375754	3.3	176
tt1375789	5.3	15043
tt1376168	4.6	1318
tt1376195	6.5	3501
tt1376205	6.1	332
tt1376213	5.5	5934
tt1376233	6.7	961
tt1376239	6.4	636
tt1376247	3.7	110
tt1376404	4.1	699
tt1376421	5.4	311
tt1376422	6.8	191
tt1376451	5.9	502
tt1376709	6.0	1885
tt1376710	6.9	785
tt1376713	6.1	562
tt1376717	7.1	4735
tt1376780	3.3	277
tt1377278	7.4	1315
tt1377290	2.2	116
tt1377796	8.0	450
tt1378238	4.1	291
tt1378274	1.7	227
tt1378378	4.1	229
tt1378702	7.4	162
tt1378811	2.0	245
tt1379064	7.6	165
tt1379092	7.6	506
tt1379169	4.8	125
tt1379176	6.1	194
tt1379177	6.7	24934
tt1379182	7.3	81260
tt1379207	7.3	202
tt1379211	6.3	184
tt1379222	6.7	3679
tt1379225	5.5	412
tt1379228	7.7	1758
tt1379665	6.2	186
tt1379670	8.5	986
tt1379689	6.7	291
tt1379712	5.3	153
tt1379721	4.5	146
tt1379734	3.8	660
tt1380039	3.2	127
tt1380078	5.4	172
tt1380130	5.0	407
tt1380151	4.8	524
tt1380152	5.7	291
tt1380174	6.3	848
tt1380190	5.1	257
tt1380201	5.5	1261
tt1380279	7.1	177
tt1380281	5.3	143
tt1380784	4.1	897
tt1380799	7.1	998
tt1380817	7.9	115
tt1380852	3.4	118
tt1380995	4.9	207
tt1381065	6.0	178
tt1381106	5.6	179
tt1381112	6.5	714
tt1381282	5.9	703
tt1381286	5.9	189
tt1381402	6.6	129
tt1381404	6.4	31390
tt1381406	2.8	358
tt1381407	6.6	156
tt1381413	5.1	1135
tt1381418	5.4	6639
tt1381505	5.8	8202
tt1381508	4.2	1107
tt1381512	5.3	2372
tt1381803	5.5	533
tt1382323	6.2	104
tt1382339	7.4	1282
tt1382470	6.3	217
tt1382627	6.4	385
tt1382642	6.2	458
tt1382687	6.5	228
tt1382695	5.9	1913
tt1382720	5.5	285
tt1382722	5.3	334
tt1382725	7.1	8150
tt1382727	4.5	375
tt1382728	6.5	455
tt1383242	6.0	154
tt1383251	6.9	386
tt1383252	5.8	163
tt1383604	6.0	158
tt1383607	6.4	1587
tt1383702	5.9	136
tt1383705	5.0	680
tt1384586	6.7	684
tt1384591	3.2	144
tt1384774	5.0	567
tt1384925	5.1	764
tt1384927	7.1	3373
tt1384929	6.5	390
tt1384961	5.4	368
tt1385543	4.7	2402
tt1385581	8.4	261
tt1385591	2.8	504
tt1385633	6.4	590
tt1385824	7.3	5767
tt1385826	7.0	242232
tt1385867	5.6	84866
tt1385869	5.7	161
tt1385905	6.3	549
tt1385906	6.1	156
tt1385912	4.5	9469
tt1385919	5.7	199
tt1385949	5.5	339
tt1385956	7.4	7146
tt1386411	7.0	105
tt1386486	3.9	856
tt1386492	4.6	640
tt1386583	2.3	437
tt1386588	6.6	240356
tt1386654	7.0	129
tt1386683	6.9	6602
tt1386691	6.3	11233
tt1386697	6.0	592767
tt1386703	6.3	238679
tt1386741	6.1	838
tt1386925	5.7	8801
tt1386926	6.2	611
tt1386932	7.5	96697
tt1386963	6.1	626
tt1387167	8.1	245
tt1387252	6.4	446
tt1387312	4.3	129
tt1387366	2.9	115
tt1387528	6.3	527
tt1388359	6.5	917
tt1388371	5.0	559
tt1388390	7.0	150
tt1388391	4.0	108
tt1388394	4.9	413
tt1388402	6.9	1141
tt1388411	6.4	1489
tt1388412	7.6	134
tt1388418	4.6	2903
tt1388427	6.0	1927
tt1388434	4.6	426
tt1388441	7.2	909
tt1388444	7.2	1689
tt1388901	5.7	326
tt1388903	6.5	830
tt1388912	5.4	349
tt1388924	6.2	373
tt1388925	6.0	101
tt1389072	5.7	97560
tt1389083	6.6	592
tt1389096	6.5	52816
tt1389098	6.1	1089
tt1389116	1.9	150
tt1389127	5.7	18688
tt1389137	7.1	133559
tt1389139	5.1	5767
tt1389374	6.1	546
tt1390397	5.0	586
tt1390398	6.3	1305
tt1390403	3.1	308
tt1390404	4.6	106
tt1390405	6.2	871
tt1390411	6.9	121261
tt1390415	6.0	353
tt1390424	5.4	312
tt1390533	4.3	237
tt1390535	5.4	10354
tt1390536	4.5	104
tt1390539	4.8	1598
tt1390821	6.7	342
tt1390838	5.7	276
tt1390840	6.4	797
tt1390841	5.4	104
tt1390842	7.0	171
tt1390851	7.1	544
tt1390982	6.4	112
tt1391034	5.2	16425
tt1391092	7.6	3395
tt1391110	3.6	132
tt1391116	4.9	1616
tt1391122	7.5	119
tt1391137	4.7	9006
tt1391142	5.1	456
tt1391143	6.0	412
tt1391481	7.2	793
tt1391544	5.6	700
tt1391548	7.5	728
tt1391579	3.3	1668
tt1391581	6.1	280
tt1391894	6.6	104
tt1392100	7.5	104
tt1392158	6.1	447
tt1392170	7.2	837455
tt1392190	8.1	867678
tt1392197	4.3	14202
tt1392214	8.1	590078
tt1392249	7.0	456
tt1392261	6.5	342
tt1392744	4.7	2716
tt1392888	6.2	1421
tt1392889	7.0	605
tt1392899	4.4	279
tt1393000	6.0	3925
tt1393003	2.9	290
tt1393009	6.5	254
tt1393020	6.6	3939
tt1393742	6.4	5880
tt1393744	7.0	242
tt1393746	7.5	8597
tt1394211	4.6	350
tt1394312	3.5	123
tt1394383	7.2	1085
tt1395025	5.2	7026
tt1395030	7.9	170
tt1395037	5.4	104
tt1395050	5.6	150
tt1395054	7.4	16224
tt1395059	7.1	498
tt1395065	5.2	143
tt1395135	6.5	1003
tt1395146	5.3	436
tt1395147	5.4	159
tt1395183	6.1	401
tt1395808	7.5	211
tt1396208	4.2	5577
tt1396218	6.0	86932
tt1396219	5.3	2337
tt1396221	4.6	7291
tt1396226	7.4	15710
tt1396227	7.1	3945
tt1396479	4.2	250
tt1396484	7.3	452460
tt1396523	5.3	3710
tt1396557	7.2	4592
tt1396579	5.1	146
tt1397093	6.3	225
tt1397147	5.7	115
tt1397171	4.9	127
tt1397176	6.0	945
tt1397280	6.3	287368
tt1397492	7.3	1679
tt1397498	6.2	3561
tt1397500	6.7	364
tt1397502	6.1	358
tt1397511	7.6	1221
tt1397514	5.8	91942
tt1398028	4.8	697
tt1398029	6.8	774
tt1398033	4.6	432
tt1398391	7.3	272
tt1398426	7.8	177550
tt1398428	4.8	5751
tt1398918	4.9	121
tt1398923	4.0	110
tt1398949	7.1	718
tt1398991	6.4	556
tt1398999	4.3	631
tt1399053	4.9	1721
tt1399081	3.7	333
tt1399103	6.2	382057
tt1399161	3.2	543
tt1399178	5.7	379
tt1399198	6.4	490
tt1399210	6.1	608
tt1399237	8.2	184
tt1399602	5.9	344
tt1399655	6.1	988
tt1399677	5.5	632
tt1399683	7.1	134810
tt1399952	5.0	2503
tt1400335	5.0	549
tt1400365	5.5	351
tt1400398	7.1	107
tt1400508	6.6	738
tt1400515	3.4	1741
tt1400528	4.6	185
tt1400558	5.3	341
tt1401143	6.7	25659
tt1401152	6.8	246160
tt1401179	7.9	428
tt1401236	4.4	1647
tt1401240	6.4	234
tt1401245	4.4	139
tt1401253	6.2	237
tt1401592	5.9	223
tt1401607	4.8	890
tt1401621	6.6	767
tt1401622	6.1	339
tt1401625	5.7	321
tt1401631	4.4	348
tt1401636	6.3	3200
tt1401643	6.8	2456
tt1401656	7.2	2150
tt1401668	5.4	529
tt1401669	6.9	201
tt1401672	6.8	942
tt1401674	2.8	132
tt1401681	6.7	149
tt1401690	5.7	404
tt1401708	8.3	104
tt1401719	5.8	151
tt1402488	5.9	41242
tt1403047	6.5	1687
tt1403085	7.0	1057
tt1403129	4.9	106
tt1403130	6.8	7509
tt1403144	6.0	2516
tt1403177	7.0	50432
tt1403184	4.4	105
tt1403210	4.3	168
tt1403214	7.1	8387
tt1403236	3.3	151
tt1403241	5.3	8154
tt1403846	6.1	778
tt1403862	5.2	4434
tt1403865	7.6	308113
tt1403981	7.1	137066
tt1403983	6.1	407
tt1403987	4.3	157
tt1403988	5.1	11655
tt1404022	6.4	154
tt1404082	6.4	1434
tt1404386	6.4	309
tt1404573	3.9	349
tt1404653	7.1	870
tt1404661	6.8	445
tt1404702	4.9	977
tt1404830	5.3	1779
tt1405365	6.6	28946
tt1405373	6.7	190
tt1405412	4.7	4085
tt1405413	3.0	333
tt1405500	6.1	7139
tt1405501	6.2	159
tt1405769	5.5	109
tt1405807	1.7	257
tt1405808	5.5	175
tt1405809	6.9	3162
tt1405810	7.3	11431
tt1406154	6.4	110
tt1406157	4.7	740
tt1406160	6.9	713
tt1406161	6.7	509
tt1406166	5.4	149
tt1406175	6.8	166
tt1407049	4.8	9781
tt1407052	7.6	3785
tt1407055	6.2	560
tt1407061	5.9	13320
tt1407065	4.9	6267
tt1407081	6.2	148
tt1407084	5.7	11799
tt1407085	7.0	465
tt1407927	7.6	2885
tt1407972	6.6	4782
tt1407978	7.7	115
tt1407980	6.9	129
tt1407990	4.2	135
tt1408061	3.5	109
tt1408062	5.9	202
tt1408089	6.6	133
tt1408101	7.7	460523
tt1408118	3.7	329
tt1408253	6.2	102099
tt1408343	7.9	121
tt1408972	7.0	3950
tt1409004	5.9	4780
tt1409024	6.8	332330
tt1409090	2.3	211
tt1409106	5.8	101
tt1409116	6.4	111
tt1409567	6.0	171
tt1409734	2.6	106
tt1409772	6.2	126
tt1409798	3.5	361
tt1409831	6.0	507
tt1409836	6.3	1164
tt1410020	5.4	1149
tt1410046	2.4	312
tt1410051	5.8	10995
tt1410063	7.6	49151
tt1410198	4.3	340
tt1410207	6.1	254
tt1410209	5.7	109
tt1410252	6.3	463
tt1410261	7.1	3377
tt1410272	7.4	1091
tt1410276	4.5	333
tt1410281	7.5	772
tt1410294	6.1	162
tt1410295	3.1	1606
tt1410297	6.4	542
tt1411232	4.4	2781
tt1411236	4.4	523
tt1411238	6.2	211590
tt1411250	6.4	153077
tt1411274	7.1	299
tt1411276	6.3	2285
tt1411277	5.3	1494
tt1411663	7.4	228
tt1411664	3.2	11267
tt1411697	6.5	459729
tt1411704	5.4	31025
tt1411762	4.2	581
tt1411769	8.4	512
tt1411894	6.6	136
tt1411917	6.7	133
tt1411956	6.8	1496
tt1411973	6.4	124
tt1412316	5.7	172
tt1412334	4.4	849
tt1412338	3.7	199
tt1412367	4.9	843
tt1412386	7.2	89517
tt1412393	4.5	767
tt1412442	6.3	1573
tt1412509	5.1	231
tt1412528	5.8	25890
tt1412697	3.1	108
tt1413067	6.6	262
tt1413259	7.7	131
tt1413489	3.6	1058
tt1413492	6.6	66211
tt1413493	6.9	498
tt1413495	5.7	34853
tt1413496	7.2	1750
tt1413527	4.2	1640
tt1413529	7.1	1050
tt1413534	6.6	122
tt1413815	6.0	134
tt1414361	2.8	1733
tt1414368	7.2	256
tt1414369	7.0	194
tt1414374	4.4	256
tt1414378	6.5	3738
tt1414382	5.8	49027
tt1414404	6.1	612
tt1414449	4.9	1003
tt1414465	4.8	281
tt1414486	3.8	136
tt1414518	6.5	669
tt1414581	3.9	1015
tt1414813	5.4	143
tt1414823	4.1	102
tt1414827	6.9	596
tt1414840	4.8	608
tt1414863	5.0	774
tt1414867	6.6	183
tt1415184	5.9	103
tt1415224	6.1	148
tt1415228	7.1	668
tt1415252	2.9	597
tt1415255	5.6	322
tt1415269	3.5	308
tt1415283	6.1	27893
tt1415284	3.7	213
tt1415290	7.3	1105
tt1415300	4.9	105
tt1415872	6.7	150
tt1416336	4.6	1556
tt1416665	7.5	127
tt1416733	8.3	280
tt1416753	8.1	215
tt1416801	7.1	45388
tt1417032	6.2	328
tt1417038	5.9	378
tt1417040	6.4	445
tt1417054	6.7	114
tt1417067	7.2	2453
tt1417075	7.3	9959
tt1417086	7.5	211
tt1417097	5.9	280
tt1417101	6.2	1635
tt1417108	5.4	4692
tt1417299	8.0	5130
tt1417582	6.7	925
tt1417592	8.3	7549
tt1418205	7.3	114
tt1418353	8.4	179
tt1418377	5.1	77864
tt1418380	6.2	239
tt1418646	7.1	7520
tt1418687	3.7	211
tt1418702	6.7	426
tt1418712	5.0	5035
tt1418754	6.6	8219
tt1418757	5.0	639
tt1418760	6.4	1566
tt1418781	6.3	137
tt1418796	7.1	213
tt1418824	4.2	207
tt1418912	3.2	237
tt1419318	8.0	3345
tt1420543	7.0	764
tt1420546	6.7	130
tt1420558	3.5	910
tt1420771	5.1	926
tt1421029	6.9	249
tt1421032	7.5	466
tt1421036	6.6	1072
tt1421040	5.7	1175
tt1421046	5.7	962
tt1421048	6.1	1681
tt1421049	2.1	842
tt1421051	6.3	42540
tt1421361	6.3	1704
tt1421374	6.4	110
tt1421376	5.9	598
tt1422020	7.0	10936
tt1422032	7.4	12620
tt1422101	6.1	384
tt1422119	6.5	1064
tt1422122	7.8	5068
tt1422136	6.2	27257
tt1422177	5.8	191
tt1422184	7.2	2196
tt1422651	8.0	812
tt1422653	3.4	389
tt1422674	5.4	1550
tt1422675	6.0	1974
tt1422709	6.4	132
tt1422743	5.4	120
tt1422757	7.0	451
tt1422786	5.3	209
tt1422800	5.1	1820
tt1422811	6.3	1064
tt1422835	7.1	591
tt1422916	4.5	236
tt1423592	6.6	1351
tt1423593	6.0	207
tt1423636	5.9	541
tt1423894	7.3	23881
tt1423922	6.3	973
tt1423926	6.3	625
tt1423927	6.3	782
tt1423939	6.9	2546
tt1423953	7.2	985
tt1423961	6.3	2307
tt1423995	5.4	40126
tt1424003	6.4	6364
tt1424038	4.5	321
tt1424045	5.6	242
tt1424056	5.3	198
tt1424062	6.2	439
tt1424066	5.6	477
tt1424081	6.5	134
tt1424310	6.1	21134
tt1424327	7.3	5976
tt1424361	6.4	986
tt1424366	6.3	492
tt1424381	6.4	210073
tt1424431	6.8	2830
tt1424432	8.5	63158
tt1424746	6.9	844
tt1424750	6.4	315
tt1424769	6.8	104
tt1424797	7.5	27405
tt1424845	3.1	107
tt1425235	2.9	104
tt1425250	4.3	190
tt1425252	3.2	1178
tt1425253	5.4	2505
tt1425257	6.4	8392
tt1425617	6.6	191
tt1425618	3.5	221
tt1425624	5.2	880
tt1425625	3.3	153
tt1425633	5.6	122
tt1425634	6.1	121
tt1425922	4.6	2024
tt1425926	6.6	334
tt1425928	5.7	3471
tt1425933	6.8	1907
tt1425938	5.8	265
tt1426320	6.0	1343
tt1426325	4.0	823
tt1426328	6.0	425
tt1426329	6.2	38368
tt1426352	6.2	5622
tt1426357	5.9	187
tt1426361	7.2	2894
tt1426362	6.9	1732
tt1426363	5.4	1979
tt1426368	6.9	184
tt1426371	7.1	671
tt1426372	6.3	121
tt1426374	7.4	2183
tt1426378	7.1	6831
tt1426381	8.0	222
tt1426384	6.0	250
tt1426386	7.5	579
tt1426748	6.4	352
tt1426937	6.8	626
tt1427091	6.3	137
tt1427241	6.9	366
tt1427298	5.2	10285
tt1427689	7.9	120
tt1427703	7.2	257
tt1428050	5.9	286
tt1428436	5.2	366
tt1428448	4.0	174
tt1428453	6.2	1061
tt1428457	6.7	263
tt1428459	5.6	2859
tt1428464	6.4	251
tt1428538	6.1	193421
tt1428556	5.6	2950
tt1429313	6.5	1374
tt1429348	6.0	180
tt1429382	4.4	445
tt1429387	1.6	442
tt1429392	5.9	2800
tt1429411	5.0	318
tt1429429	5.8	1583
tt1429430	6.7	792
tt1429432	4.8	670
tt1429433	4.4	560
tt1429445	5.4	105
tt1430070	4.6	330
tt1430077	3.2	1468
tt1430094	5.7	199
tt1430096	7.0	463
tt1430110	6.7	1970
tt1430116	4.5	737
tt1430131	5.0	741
tt1430132	6.7	425684
tt1430137	6.2	201
tt1430505	5.0	214
tt1430607	7.1	49543
tt1430612	5.7	39675
tt1430615	6.5	18554
tt1430619	6.5	621
tt1430620	4.1	194
tt1430622	6.2	375
tt1430625	6.3	203
tt1430626	6.7	44624
tt1430631	6.0	275
tt1430633	5.8	157
tt1430638	6.2	313
tt1430811	4.8	399
tt1431045	8.0	890760
tt1431065	6.6	1864
tt1431122	4.2	2158
tt1431133	3.6	264
tt1431181	7.3	27660
tt1431223	6.5	872
tt1431240	2.9	2930
tt1431246	5.1	947
tt1431252	5.5	123
tt1431261	6.2	231
tt1431278	4.3	401
tt1431279	6.0	1076
tt1431296	6.8	526
tt1431314	7.1	547
tt1431326	6.1	2784
tt1431332	7.4	411
tt1431342	6.7	785
tt1431347	5.0	142
tt1431723	5.4	108
tt1431729	6.7	116
tt1432078	6.3	2182
tt1432150	6.3	414
tt1432916	3.2	429
tt1432956	4.6	385
tt1433001	7.5	187
tt1433089	3.2	273
tt1433099	6.3	113
tt1433108	6.4	99715
tt1433183	3.8	122
tt1433207	6.1	8884
tt1433297	5.1	250
tt1433322	6.7	698
tt1433323	1.9	127
tt1433335	2.1	117
tt1433343	4.3	373
tt1433514	6.5	600
tt1433524	5.8	110
tt1433528	7.5	1572
tt1433540	7.5	7511
tt1433543	7.3	716
tt1433562	5.6	7327
tt1433775	5.3	582
tt1433802	6.9	341
tt1433810	7.0	12331
tt1433811	7.5	72652
tt1433813	7.7	4133
tt1433816	7.7	3737
tt1433817	6.9	371
tt1433819	4.7	148
tt1433822	4.1	18819
tt1433824	4.4	182
tt1433826	6.8	364
tt1433827	5.5	112
tt1433857	5.5	479
tt1433905	6.1	5500
tt1433910	6.6	224
tt1433911	5.7	223
tt1433915	5.6	469
tt1434423	7.4	3221
tt1434435	6.3	15819
tt1434443	7.1	4482
tt1434446	6.8	120
tt1434447	7.5	18575
tt1434453	6.1	125
tt1434618	5.7	461
tt1434925	4.7	356
tt1434941	1.9	122
tt1435475	6.7	278
tt1435513	6.7	30303
tt1435613	6.2	211
tt1435990	3.8	231
tt1436000	7.4	253
tt1436034	5.2	1275
tt1436039	8.1	169
tt1436045	7.6	61406
tt1436336	5.8	185
tt1436370	3.8	111
tt1436372	4.3	1442
tt1436386	4.1	161
tt1436452	4.8	269
tt1436463	3.7	569
tt1436481	6.1	1332
tt1436559	4.9	8954
tt1436560	6.1	168
tt1436562	6.9	204240
tt1436568	6.1	16507
tt1436571	4.6	523
tt1436572	5.6	2324
tt1436577	4.1	130
tt1437212	6.7	1226
tt1437224	6.5	448
tt1437235	7.8	886
tt1437354	5.5	449
tt1437357	6.6	5084
tt1437358	7.2	38447
tt1437361	6.1	2561
tt1437362	5.4	590
tt1437364	7.3	196
tt1437366	7.0	3675
tt1437367	8.0	688
tt1437598	7.3	116
tt1437849	6.3	1813
tt1438173	5.2	16276
tt1438176	6.3	99007
tt1438214	4.6	103
tt1438216	7.1	5126
tt1438251	4.9	1357
tt1438254	6.4	58194
tt1438298	7.4	17077
tt1438461	4.9	3128
tt1438462	5.7	484
tt1438463	6.3	2918
tt1438466	6.6	357
tt1438472	5.0	154
tt1438486	4.7	274
tt1438492	7.6	123
tt1438496	6.2	310
tt1438522	5.7	2358
tt1438525	4.5	870
tt1438534	4.9	5892
tt1438535	5.7	2519
tt1439226	6.1	114
tt1439446	7.4	200
tt1439455	4.5	211
tt1439456	5.2	1101
tt1439478	8.5	209
tt1439557	6.5	245
tt1439558	6.2	494
tt1439562	5.9	510
tt1439563	5.4	530
tt1439572	7.1	55570
tt1439573	7.1	500
tt1440118	5.9	119
tt1440129	5.8	234717
tt1440136	5.6	606
tt1440146	6.6	663
tt1440161	6.3	27586
tt1440180	6.7	2736
tt1440231	5.4	102
tt1440232	7.1	23684
tt1440266	7.7	14390
tt1440278	6.1	378
tt1440286	8.1	330
tt1440292	7.3	84808
tt1440345	6.7	32296
tt1440379	5.4	1955
tt1440728	6.3	91101
tt1440732	5.4	17783
tt1440741	6.6	7487
tt1440755	5.3	457
tt1440770	6.5	296
tt1441083	6.7	421
tt1441084	6.0	116
tt1441259	4.7	864
tt1441309	6.5	739
tt1441326	6.9	48354
tt1441344	6.3	533
tt1441366	7.1	106
tt1441368	6.3	279
tt1441373	6.3	3348
tt1441395	6.3	128026
tt1441436	5.2	266
tt1441912	7.4	30198
tt1441940	7.3	13224
tt1441951	6.8	18989
tt1441952	6.8	61561
tt1441953	7.3	26325
tt1441956	6.4	2932
tt1442223	6.2	118
tt1442257	7.0	143
tt1442481	7.1	179
tt1442486	4.8	931
tt1442492	3.8	785
tt1442512	6.2	330
tt1442519	7.4	8641
tt1442543	6.5	164
tt1442556	3.9	184
tt1442571	6.3	7528
tt1442572	5.5	107
tt1442576	4.2	2239
tt1442578	7.1	552
tt1442580	6.7	786
tt1442583	5.7	413
tt1442584	6.8	1668
tt1443335	6.0	142
tt1443518	5.5	303
tt1443519	6.2	235
tt1443521	5.7	279
tt1444252	3.6	1031
tt1444261	4.2	571
tt1444262	6.4	679
tt1444270	3.5	299
tt1444284	7.7	544
tt1444307	7.8	318
tt1444322	3.2	169
tt1444675	5.1	180
tt1444680	5.6	691
tt1444706	4.4	223
tt1445022	6.7	241
tt1445050	6.0	176
tt1445202	5.9	320
tt1445203	7.5	3667
tt1445208	6.1	941
tt1445520	7.1	5676
tt1445683	6.4	448
tt1445712	4.8	140
tt1445729	5.2	173
tt1446072	4.7	6431
tt1446089	7.2	732
tt1446130	6.3	663
tt1446147	5.6	5249
tt1446151	6.4	170
tt1446192	7.3	154692
tt1446204	6.1	215
tt1446206	7.0	991
tt1446208	7.0	1025
tt1446483	5.0	115
tt1446498	3.3	220
tt1446673	6.7	431
tt1446678	7.4	223
tt1446682	5.0	233
tt1446695	5.9	816
tt1446714	7.0	564551
tt1447479	6.0	2141
tt1447480	6.7	355
tt1447493	6.7	226
tt1447494	4.5	111
tt1447495	4.7	224
tt1447499	6.4	987
tt1447500	7.7	17888
tt1447504	6.6	104
tt1447508	7.4	11750
tt1447783	3.0	297
tt1447791	6.5	2908
tt1447793	5.8	5639
tt1447800	6.3	545
tt1447971	5.2	314
tt1447972	5.9	10852
tt1448755	6.4	123006
tt1448762	4.3	2354
tt1449283	7.2	21572
tt1449379	4.4	1149
tt1449394	4.0	315
tt1449854	7.3	311
tt1450140	4.8	355
tt1450320	6.7	844
tt1450321	7.1	100677
tt1450326	5.3	435
tt1450328	6.8	986
tt1450330	5.9	1100
tt1450331	4.5	102
tt1450332	6.4	108
tt1450635	6.8	500
tt1450672	5.8	192
tt1450751	6.3	195
tt1451393	6.4	346
tt1451395	6.5	323
tt1451409	7.2	8136
tt1451433	4.5	118
tt1451620	6.0	346
tt1451623	5.6	133
tt1451632	6.0	312
tt1451755	5.9	284
tt1451762	6.6	2439
tt1451763	3.3	2954
tt1451797	6.9	2377
tt1452291	7.1	864
tt1452293	4.8	203
tt1452294	2.0	381
tt1452297	6.9	972
tt1452542	6.6	460
tt1452599	3.6	767
tt1452621	6.4	688
tt1452626	6.7	1197
tt1452628	4.9	24862
tt1453245	5.1	4782
tt1453251	5.1	152
tt1453253	7.0	306
tt1453262	6.0	117
tt1453403	4.3	907
tt1453405	7.3	317615
tt1453408	6.9	241
tt1453428	4.6	173
tt1453954	2.9	142
tt1453967	6.0	180
tt1454029	8.0	423357
tt1454099	2.5	179
tt1454461	4.7	311
tt1454468	7.7	761720
tt1454505	6.9	5704
tt1454523	6.9	4437
tt1454545	7.6	2298
tt1454569	7.8	111
tt1454577	6.3	344
tt1454603	6.1	1064
tt1454607	5.1	158
tt1454609	6.4	279
tt1454612	6.9	401
tt1454613	5.5	115
tt1454700	7.0	512
tt1454718	6.5	616
tt1454907	5.4	556
tt1454910	6.7	1619
tt1455076	6.9	196
tt1455151	7.2	6683
tt1455180	6.8	141
tt1455237	6.8	721
tt1455241	4.4	311
tt1455619	3.5	149
tt1455807	5.1	161
tt1455810	6.6	1892
tt1455811	5.7	9445
tt1455816	4.2	1890
tt1455825	5.5	185
tt1456060	6.8	8834
tt1456472	6.7	13011
tt1456477	7.3	1097
tt1456483	8.2	464
tt1456520	4.0	450
tt1456584	7.3	544
tt1456603	5.0	556
tt1456606	5.2	1821
tt1456635	6.8	83326
tt1456660	7.3	2044
tt1456661	6.3	9707
tt1456939	6.3	268
tt1456941	6.2	30139
tt1457726	4.4	302
tt1457742	5.5	173
tt1457765	5.3	16029
tt1457766	4.5	2325
tt1457767	7.5	437052
tt1458169	5.9	33376
tt1458175	7.4	180596
tt1458435	7.3	109
tt1458503	4.2	633
tt1458527	7.1	547
tt1458550	6.7	177
tt1458902	3.4	581
tt1458915	4.8	5593
tt1458924	5.2	211
