tconst	directors	writers
tt0058122	nm0346087	nm0346087,nm0670806,nm0868771
tt0058123	nm0167496	nm0167496,nm0418625,nm0444706,nm0930241
tt0058124	nm0000005	nm0430746,nm0000005
tt0058125	nm0310449	nm0750031,nm0297391,nm0305781,nm0310449
tt0058126	nm0468882	nm0468882,nm0664985,nm0000636
tt0058130	nm0158582	nm0158582
tt0058135	nm0320833	nm0049838,nm0897505,nm0320833
tt0058138	nm0003433	nm0845464,nm0003433
tt0058139	nm0937830	nm0058598,nm0117686,nm0937696,nm0937758,nm0937830
tt0058140	nm0546672	nm2578879,nm0002759,nm0553916
tt0058142	nm0204471	nm0639530
tt0058143	nm0501713	nm0919459
tt0058145	nm0000791	nm0000791,nm0279394,nm0496468,nm0555585,nm0883884
tt0058150	nm0357891	nm0537363,nm0214989,nm0001220,nm0367820,nm0558435
tt0058153	nm0842582	nm0296091,nm0338456,nm0842582,nm0278277
tt0058154	nm0591486	nm0043480,nm0475823
tt0058155	nm0279807	nm0319241,nm0222631
tt0058159	nm0006620	nm0712860,nm0006620,nm1772125,nm0703200
tt0058161	nm0331964	nm0826452,nm0331964,nm0908624
tt0058164	nm0232795	nm0056217
tt0058165	nm0567757	nm0076618
tt0058166	nm0347086	nm0390981,nm0548896,nm0700051,nm0005826
tt0058167	nm0755963	nm0318428,nm0853083
tt0058168	nm0577263	nm0577263
tt0058171	nm0246473	nm0305885,nm0652679
tt0058173	nm0847463	nm0847463,nm0849505
tt0058175	nm0171747,nm0000024	nm0000636
tt0058178	nm0840671	nm0008350,nm5927463,nm0298561,nm0454118
tt0058182	nm0504513	nm0654079
tt0058186	nm0819806	nm0410361,nm0931555
tt0058191	nm0901138	nm0717977,nm0908624,nm0677457
tt0058200	nm0507316	nm0507316,nm0926680
tt0058202	nm0179281	nm0093501,nm0179281,nm0349437
tt0058203	nm0003606	nm0594892,nm0099429,nm0003606,nm0710919
tt0058204	nm0505610	nm0020918,nm0120152
tt0058206	nm0957612	nm0447534
tt0058208	nm0855096	nm0384965,nm0316180,nm10435732
tt0058209	nm0745866	nm0745866,nm0338707,nm0012221
tt0058212	nm0703689	nm0043480
tt0058213	nm0000736	nm0268230,nm0375355
tt0058216	nm0005711	nm0762727
tt0058218	nm0299586	nm0477857,nm0845228
tt0058222	nm0806915	nm0110958,nm0469915,nm0870150
tt0058229	nm0280726	nm0179278,nm0342118
tt0058230	nm0879209,nm0157908,nm0695462,nm0523893,nm0571781	nm0108163,nm0741486,nm0227449,nm0695553,nm0242637
tt0058231	nm0556255	nm0603179,nm0147599,nm0556255
tt0058232	nm0146760	nm0146760,nm0146424
tt0058234	nm0550892,nm0757395	nm0195571,nm0363492,nm0452946
tt0058238	nm0934013	nm0764588,nm0329085,nm1034110,nm0933362,nm0934013
tt0058241	nm0164044	nm0460139,nm0640676,nm0792090
tt0058249	nm0000320	nm0592282,nm0000320,nm0140643
tt0058255	nm0641045,nm0609151	nm0466066,nm0609151,nm0641045
tt0058257	nm0759662	nm0097894,nm0659760
tt0058259	nm0774880	nm0193638,nm0617361,nm0774880
tt0058262	nm0796923	nm0002133,nm0177731
tt0058263	nm0521334	nm0428056,nm0933627,nm0388349,nm0001958,nm1334302
tt0058264	nm0186335	nm0186335
tt0058265	nm0000697	nm0000697,nm0224634,nm0093664
tt0058266	nm0076779	nm0083125,nm0437421
tt0058267	nm0382227	nm0382227,nm0588433
tt0058270	nm0619048	nm0619048
tt0058275	nm0513792	nm0513792,nm0106404
tt0058277	nm0705497	nm0705497,nm0822135
tt0058279	nm0462030	nm0594666,nm0372499
tt0058281	nm0511837	nm0511837,nm0529508
tt0058283	nm0336139	nm0205065
tt0058286	nm0165493	nm0279795
tt0058287	nm0611550	nm0474801,nm1948916,nm0592599,nm0611550
tt0058289	nm0275034	nm0208079,nm0215589,nm0275034,nm0892719
tt0058294	nm0744035	nm0015899,nm0744035,nm0757479
tt0058296	nm0000791	nm0325267,nm0940083,nm0020041
tt0058297	nm0767022	nm0133426,nm0767022
tt0058301	nm0000540	nm0341526,nm0000540
tt0058304	nm0136579	nm0129602,nm0757667
tt0058305	nm0449984	nm0600972
tt0058306	nm0222545	nm0504249,nm0173953,nm0222545
tt0058307	nm0546672	nm0002759,nm0884547,nm0546672
tt0058310	nm0950288	nm0950288
tt0058311	nm0313124	nm0220383,nm0778644,nm0313124,nm0762679
tt0058312	nm0128764	nm0024589,nm0107664,nm0884152
tt0058316	nm0682881	nm0188632,nm0264420,nm0531431,nm0778633,nm0835267
tt0058318	nm0447944	nm0447944,nm0181205
tt0058320	nm0582543	nm0664850,nm0761268
tt0058323	nm0357891	nm0913961,nm0356227,nm0268779
tt0058324	nm0001328	nm0291046,nm0615080,nm0573929
tt0058325	nm0002086	nm0144689,nm0595063,nm0896583,nm0346096,nm0002086,nm0349437
tt0058326	nm0557945	nm0793881,nm0849505
tt0058329	nm0000033	nm0334357,nm0696319
tt0058331	nm0829038	nm0909556,nm0196119,nm0871308
tt0058333	nm0000339	nm0064579,nm0132790,nm0000590
tt0058334	nm0876440	nm0933850,nm0876440,nm0030706,nm0925301
tt0058335	nm0001120	nm0208370,nm0144677,nm0346096,nm0073053,nm0207401
tt0058336	nm0598723	nm0741676,nm0318602,nm0113624
tt0058341	nm0546672	nm0538987,nm0753763,nm0845966
tt0058343	nm0096180	nm0326624,nm0326625,nm0115892,nm0096180,nm0181928,nm0099429
tt0058348	nm0173728,nm0006615,nm0000972	nm0814242,nm0079748,nm0173728,nm0284503,nm0661650
tt0058349	nm0621540	nm0559695,nm0621540
tt0058355	nm0829038	nm0909556,nm0506201,nm0506218
tt0058361	nm0452045	nm0452045,nm0795312
tt0058364	nm0184150	\N
tt0058365	nm0415059,nm10304264	\N
tt0058368	nm0491626	nm0753723,nm0730648,nm0437941,nm0491626
tt0058369	nm0237836	nm0350831,nm1298915,nm0418625,nm0767110,nm8923336
tt0058371	nm0624809	nm0245943,nm0829650
tt0058372	nm0504496	nm0323005
tt0058374	nm0745498	nm0258755,nm0901776
tt0058375	nm0396136	nm0220850,nm0396136,nm0552706,nm0845966,nm0845969
tt0058379	nm0393094	nm0782883
tt0058382	nm0689659	nm0700950,nm0781250,nm0002005
tt0058383	nm0689659	nm0700950,nm0781250,nm0002005,nm0785827
tt0058384	nm0038906	nm0038906,nm0226889
tt0058385	nm0002030	nm0503585,nm0789737
tt0058390	nm0002087	nm0002087
tt0058392	nm0484824	nm0188209,nm0355256
tt0058394	nm0830150	nm0383173,nm0462429,nm0722991,nm0830150
tt0058398	nm0723664	nm0771686
tt0058401	nm0718554	nm0930539,nm0264088
tt0058402	nm0001888	nm0189171
tt0058403	nm0145336	nm0088645
tt0058404	nm0001379	nm0931783,nm0892044,nm0001379
tt0058405	nm0005711	nm0762727
tt0058409	nm0840671	nm0848795,nm0848956
tt0058411	nm0838757	nm0575784,nm0838706,nm0050756,nm0592636,nm0838757
tt0058412	nm0735879	nm0376225,nm0380569,nm0735879
tt0058413	nm0198765	nm0603179,nm0198765,nm0209684,nm0346096,nm0508792
tt0058414	nm0736394	nm0736394,nm0950001
tt0058415	nm0232795	nm0710698,nm0254124
tt0058423	nm0518117,nm0307435	nm0307435,nm0518117,nm0796065
tt0058425	nm0285302,nm0368871,nm0400731	nm0285302,nm0560857
tt0058427	nm0561467	nm0561467
tt0058428	nm0761522	nm0088624,nm0330003,nm0341178
tt0058429	nm0670282	nm0359034,nm0371193
tt0058430	nm0793881	nm0793881
tt0058437	nm0728688	nm0437720,nm0000041,nm0015611,nm0437716,nm0368074
tt0058438	nm0217035	nm0217035,nm0302055,nm1365877
tt0058439	nm0162979	nm0691489,nm0714384
tt0058440	nm0918659	nm0382384
tt0058441	nm0474151	nm0215707,nm0474151,nm0882017
tt0058446	nm0792450,nm0002189	nm0082372,nm0295319,nm0992496,nm0519487
tt0058450	nm0218840	nm0218840
tt0058453	nm0703689	nm0245213,nm0419986,nm0043480
tt0058456	nm0001471	nm0001471,nm0725075
tt0058458	nm0000076	nm0000076,nm0723827
tt0058461	nm0001466	nm0093501,nm8800791,nm0146033,nm0001466,nm0173549,nm0000041,nm0223964,nm0452878,nm0856319,nm0884547
tt0058466	nm0331964	nm0908550,nm0283780
tt0058470	nm0582543	nm0259824,nm0347708
tt0058473	nm0502391	nm0146033,nm0173549,nm0508792,nm0758215
tt0058475	nm0128764	nm0144692,nm0595063,nm0431728
tt0058479	nm0624535	nm0813960,nm0781186
tt0058480	nm0339683,nm0000591,nm0000419,nm0001031,nm0394687	nm0102722,nm0001031,nm0000419,nm0339683,nm0337541,nm0452878,nm0000591
tt0058481	nm0207108	\N
tt0058487	nm0667870	nm0417732,nm2130243
tt0058489	nm0759135	nm0619330
tt0058499	nm0801883	nm0510057,nm0956571
tt0058500	nm0002338	nm0607890,nm0056217
tt0058502	nm0431295	nm0431295,nm0431356,nm0586166,nm0638254
tt0058507	nm0758508	nm0448839,nm0279795
tt0058512	nm0223317	nm0189171,nm0355570
tt0058515	nm0101504	nm0245697
tt0058522	nm0868974	nm0037734,nm0918918
tt0058523	nm0439597,nm0852279	nm0621075,nm0621073
tt0058525	nm0235066	nm0484923,nm0400236
tt0058529	nm0235066	nm0777202
tt0058530	nm0005738	nm0577477,nm0383421,nm0214518
tt0058533	nm0671862	nm0774217,nm0030478
tt0058534	nm0723664	nm0492626,nm0918902
tt0058541	nm0457246	nm0457246
tt0058544	nm0393094	nm0782883
tt0058547	nm0004292	nm0025613
tt0058548	nm0916977	nm0546529,nm0414905
tt0058553	nm0802563	nm0562015,nm0548096,nm0802563
tt0058556	nm0778633	nm0531431,nm0778633
tt0058557	nm0285302	nm0522561,nm0285302
tt0058561	nm0000339	nm0132790
tt0058563	nm0001238	nm0001238,nm0346455,nm1771589
tt0058564	nm0314584	nm0314584,nm0898812,nm0408488,nm0769249
tt0058567	nm0000878	nm0284503,nm0054654,nm0000878,nm0034001
tt0058571	nm0422484	nm0258493,nm0053049,nm0601009
tt0058576	nm0001239	nm0460608,nm0047120,nm0785245
tt0058580	nm0703689	nm0113702,nm0375342,nm0777202,nm0388976,nm0554169
tt0058585	nm0761522	nm0091213,nm0885629
tt0058586	nm0001175	nm0001175,nm0087861,nm0475823,nm0009766,nm0000634
tt0058587	nm0331964	nm0331964,nm0908550
tt0058589	nm0759433	nm0759433,nm0407636,nm0865047
tt0058590	nm0590954	nm0820123
tt0058596	nm0640226	nm0640226
tt0058600	nm0050853	nm0050853,nm0347708,nm0152834
tt0058601	nm0631370	nm0007684,nm0848121,nm0631370,nm0755357
tt0058604	nm0435563	nm0684006,nm0947877
tt0058605	nm0636512	nm0813177,nm0636512,nm0049617
tt0058606	nm0384335	nm0384335
tt0058610	nm0627950	nm0130773,nm0912086
tt0058612	nm0165493	nm0908561
tt0058615	nm0954918	nm0954918
tt0058618	nm0000878	nm0317233,nm0698779,nm0176193
tt0058620	nm0145336	nm0088645
tt0058621	nm0291035	nm0659085,nm0291035,nm0675728
tt0058622	nm0867747	nm0050858
tt0058625	nm0856267	nm0008356,nm0948870
tt0058626	nm0223317	nm0189171
tt0058629	nm0050048	nm1521002
tt0058631	nm0004596	nm0765090
tt0058632	nm0528790	nm0947343,nm0869935
tt0058633	nm0819806	nm0478263,nm0931555
tt0058636	nm0494885	nm0134043,nm0630048
tt0058642	nm0660886	nm0155488,nm0468744,nm0660886
tt0058648	nm0554249	nm0428296,nm0330024
tt0058649	nm0187769	nm0430687
tt0058650	nm0290802	nm0168413,nm0941545,nm0290802,nm0167387
tt0058652	nm0331471	nm0008350,nm0331471,nm0457228,nm0793048
tt0058653	nm0824306	nm0370827,nm0689377,nm0824306
tt0058657	nm0865709	nm0629185,nm0370328
tt0058658	nm0001031	nm0359894,nm0354677
tt0058659	nm0577477	nm0577477,nm0382019
tt0058660	nm0091430	nm0091430
tt0058663	nm0174452	nm0378960,nm0056950,nm0174452,nm0286305,nm0331453,nm0319846,nm0328547,nm1126072
tt0058666	nm0375224	nm0511807
tt0058667	nm0211481,nm0293707	nm0283780,nm0415167,nm0919472
tt0058669	nm0173806	nm0589131,nm0445916
tt0058672	nm0202088	nm0200272,nm0001907
tt0058674	nm0148486	nm0834271,nm0527785
tt0058675	nm0518192	nm0179278,nm0342118,nm0518192
tt0058681	nm0408536,nm0000774,nm0006615	nm0264088,nm0408536,nm0684083,nm0814242,nm0814773
tt0058689	nm0210130	nm0274245,nm0316363
tt0058691	nm0861703	nm0057157,nm0821070
tt0058692	nm0160108	nm0241416,nm0029274,nm0160108,nm0419986,nm0162572,nm0225128,nm0305863
tt0058694	nm0504496	nm0504496
tt0058695	nm0681467	nm0379807,nm0529977,nm0681467,nm0256756,nm0880930
tt0058698	nm0393094	nm0645461,nm0782883
tt0058700	nm0758508,nm0706575	nm0558577,nm0500067,nm1856964,nm0706575
tt0058701	nm0000419	nm0000419
tt0058703	nm0596850	nm0082392,nm0264033,nm0596850,nm0845966,nm0845969
tt0058704	nm0688646	nm0800631,nm0002192,nm0725420
tt0058706	nm0953960	nm0826452,nm0908550
tt0058708	nm0910199	nm0222079,nm0606886
tt0058709	nm0901138	nm0562015,nm0445123,nm0796242
tt0058712	nm0219959,nm0546672	nm0765610
tt0058715	nm0001596	nm0001596
tt0058718	nm0005711	nm0762727,nm0908624
tt0058724	nm0926919	nm0059553,nm0246959,nm0884018
tt0058725	nm0796645	nm0072639
tt0058737	nm0901138	nm0153777,nm0445123,nm0796242,nm0680109
tt0058740	nm0894577	nm0580975,nm0102030
tt0058743	nm0496746	nm0204675,nm0173679,nm0337582
tt0058745	nm0229424	nm0371088,nm0730356
tt0058750	nm0027183	nm0187807,nm0694288,nm0710865,nm0548378,nm0606806,nm0759029
tt0058751	nm0718243	nm0562015,nm0677457
tt0058752	nm0728699	nm0348241,nm0251912
tt0058753	nm0789033	nm0189171
tt0058754	nm0213136	nm0035176,nm0612232,nm0542970
tt0058755	nm0002089	nm0616829,nm0143922
tt0058756	nm0001351	nm0425907,nm0425913
tt0058758	nm0419019,nm0664218,nm0657122	nm0419019,nm0657122,nm0664218
tt0058763	nm0326412	nm0308118,nm0956571
tt0058764	nm0202681	nm0941883,nm0202681
tt0058765	nm0625383	nm0926247
tt0058767	nm0125904	nm0319928,nm0752358,nm0753517
tt0058770	nm0901229	nm0652534,nm0901229
tt0058771	nm0161067	nm0161067
tt0058773	nm0718243	nm0908624,nm0680109,nm0943481
tt0058775	nm0054402	nm0245817,nm0631395,nm0699475
tt0058777	nm0256831	nm0695667,nm0256831
tt0058778	nm0843640	nm0843640
tt0058780	nm0955195	nm1396584,nm0955195,nm0902589
tt0058785	nm0065449	nm0332278,nm0264685,nm0065449,nm0099429,nm0180608,nm0549893,nm0767110
tt0058787	nm0417352	nm0379795,nm0883034
tt0058858	nm0297974	nm0875509,nm0645477
tt0058859	nm0290371	nm0199137,nm0290371,nm0320943
tt0058861	nm0759433	nm0928448,nm0597265,nm0759433
tt0058863	nm0006954	nm0006954
tt0058866	nm0502391	nm0502391,nm0533255
tt0058869	nm0411030	nm0411030,nm1165319
tt0058878	nm0477814	nm0477814,nm0796402
tt0058881	nm0340894	nm0220383,nm0778644,nm0176420,nm0554693
tt0058882	nm0340894	nm0176420,nm0181753,nm0340894,nm0554693
tt0058885	nm0002086	nm0582706,nm0002086,nm0813147
tt0058886	nm0715346	nm0831919,nm0242897
tt0058888	nm0000041	nm0406836,nm0644823,nm0452878,nm0000041,nm0945491
tt0058898	nm0000419	nm0000419,nm0959908
tt0058905	nm0950109	nm0134043,nm0214518,nm0452134
tt0058909	nm0096180	nm0326624,nm0326625,nm0213696,nm0096180,nm0181928,nm0418625
tt0058917	nm0936823	nm0331944,nm0932242,nm0932248,nm0344246,nm0770337
tt0058920	nm0422484	nm0799875,nm0755266,nm0005348
tt0058921	nm0755997	nm0755997
tt0058922	nm0396136	nm0396136,nm0220850,nm0845969,nm0845966
tt0058924	nm0434189	nm0434189,nm0698311
tt0058926	nm0200192	nm0019244,nm0200192
tt0058930	nm0612322	nm0285210
tt0058933	nm0822555	nm0822555
tt0058935	nm0002134	nm0002134,nm0937386
tt0058938	nm0173728,nm0728271,nm0744185,nm0006615	nm0814242,nm0757790,nm0826642,nm0684083,nm0536238,nm0073053,nm0207401,nm0090504
tt0058942	nm0128764	nm0538987,nm0603919
tt0058946	nm0690597	nm0758357,nm0690597
tt0058947	nm0002175	nm0948634,nm0818328,nm0578367
tt0058949	nm0202681	nm0202681,nm0323869
tt0058950	nm0149631	nm0706677,nm0706678
tt0058952	nm0918396	nm0516797,nm0667038
tt0058953	nm0038906	nm0038906,nm0870150
tt0058954	nm0355755	nm1134445,nm0798102,nm1188403
tt0058955	nm0537069	nm0537074
tt0058962	nm0364805	nm2298197,nm0688117
tt0058969	nm0858873	nm0745349,nm0031553
tt0058971	nm0688076	nm0584590
tt0058972	nm0918659	nm0018712
tt0058976	nm0819806	nm0279795
tt0058977	nm0242897	nm0242897,nm0579578,nm0282061
tt0058981	nm0723664	nm0030019,nm0131942
tt0058983	nm0700659	nm0585971,nm0622099
tt0058985	nm0889513	nm0889513
tt0058986	nm0335093,nm0491626	nm0002192,nm0800631,nm0437941,nm0714379,nm4927595
tt0058988	nm0071560	nm0018722,nm0330388
tt0058990	nm0002016	nm0748111,nm0546140
tt0058991	nm0319241	nm0319241
tt0058994	nm0156966	nm0156966
tt0058997	nm0695937	nm0607876,nm0607890,nm0595217,nm0505615
tt0058998	nm0366314	nm0408718
tt0059000	nm0819501	nm0110086
tt0059001	nm0445454	nm0350563
tt0059012	nm0000080	nm0000636,nm0390547,nm0000080
tt0059014	nm0858873	nm0745349
tt0059015	nm0598102	nm0408488,nm0769249,nm0598102,nm0346096,nm0759480,nm0147599
tt0059017	nm0799033	nm0628305,nm0682757,nm0151949
tt0059022	nm0880618	nm0079748,nm0203766,nm0675728,nm0881979
tt0059025	nm0740270	nm0740270
tt0059028	nm0439253	nm0683495,nm0755421
tt0059029	nm0497379	nm0699700,nm0911099
tt0059032	nm0106387	nm0873101,nm0106387
tt0059036	nm0182913	nm0182913,nm0698782,nm0652811,nm0723039,nm0248349,nm0345409
tt0059037	nm0422484	nm0422270,nm0488057,nm0816143
tt0059039	nm0554249	nm0037734,nm0128845,nm0860471
tt0059043	nm0943758	nm0288826,nm0463385,nm0542970,nm0816143
tt0059044	nm0504496	nm0504496
tt0059045	nm0767890,nm0000878	nm0508771,nm0526876,nm0000878,nm0800547,nm0800548
tt0059049	nm0173728	nm0345363,nm0073053,nm0207401,nm0054748
tt0059050	nm0002020	nm0418469,nm0002020
tt0059051	nm0744185,nm0728271,nm0195140	nm0531431,nm0778633,nm0728271,nm0284503,nm0408488,nm0073053,nm0207401,nm0814242,nm0814773,nm0769256
tt0059063	nm0538445	nm0538445,nm0691349
tt0059065	nm0554249	nm0925011,nm0956571
tt0059076	nm0789033	nm0189171,nm0486228
tt0059079	nm0002254	nm0002254,nm0788243
tt0059080	nm0950633	nm0847177
tt0059083	nm0366314	nm0528530
tt0059084	nm0772259	nm0710698,nm0772259,nm0417830
tt0059085	nm0838725	nm0309633,nm0787894
tt0059087	nm0124253	nm0326260
tt0059090	nm0691255	nm0187135,nm0691255
tt0059091	nm0307086	nm0560249
tt0059093	nm0484824	nm0355256,nm0484824,nm0355246
tt0059094	nm0467396	nm0352053,nm0425913,nm0437900
tt0059095	nm0677880	nm0790533,nm0346096,nm0759480,nm0280919,nm0677880,nm0002759
tt0059096	nm0321143	nm0799875
tt0059100	nm0173806	nm0265596
tt0059101	nm0546672	nm0604342,nm0717999
tt0059104	nm0546672	nm0801586,nm0277730,nm0717999,nm0936254
tt0059106	nm0621469	nm0558577,nm0086419
tt0059108	nm0160108,nm0515491,nm0459801,nm0950109	nm0100410,nm0127670,nm0160108,nm0208086,nm0252100,nm0753728
tt0059112	nm0506589	nm0742051,nm0106764,nm0265535
tt0059113	nm0000180	nm0664985,nm0004122
tt0059114	nm0275034	nm0824216,nm0275034
tt0059116	nm0063383,nm0744017	nm1223636,nm0703368,nm0063383,nm0744017
tt0059124	nm0851537,nm0393094	nm0880493,nm0442099,nm0629839,nm0382384
tt0059125	nm0005711	nm0836988
tt0059126	nm0281865	nm0622334,nm0836988,nm0628285,nm0924256
tt0059127	nm0279807	nm0762727,nm0385573,nm0831290
tt0059130	nm0800547	nm0176420,nm0893764,nm0813147,nm0162572,nm0479821,nm0552678
tt0059137	nm0684596	nm0586122,nm0684596
tt0059139	nm0331964	nm0562015,nm0331964
tt0059143	nm0038895	nm0203766,nm0936295,nm0504087,nm0090014
tt0059145	nm0438356	nm0533831
tt0059152	nm0128764	nm0128764,nm0220383,nm0654839,nm0778644
tt0059159	nm0651915	nm0945212,nm0651915
tt0059160	nm0521334	nm0153777,nm0124947,nm0428056
tt0059162	nm0789033	nm0869935,nm0737544
tt0059163	nm0386706	nm0184202,nm0386706,nm0735172
tt0059164	nm0657239	nm0168746,nm0557980,nm0759453,nm0895937
tt0059166	nm0001471	nm0001471,nm0725075
tt0059168	nm0402161,nm0853404	nm0816232,nm0019855,nm0354677,nm0288218
tt0059170	nm0000540	nm0602803,nm0000540
tt0059171	nm0146068	nm0028777
tt0059172	nm0033005	nm0033005,nm0840779
tt0059175	nm0838725	nm0290737,nm0912726
tt0059178	nm0684335	nm0033879,nm0684335
tt0059181	nm0000229	nm0000229
tt0059183	nm0000736	nm0375355,nm0355261
tt0059188	nm0068691	nm0736276
tt0059190	nm0328486	nm0262412,nm0277643,nm0295053
tt0059197	nm0835799	nm0833880
tt0059199	nm0300759	nm0226843,nm0308118,nm0734573
tt0059205	nm0393094	nm0073399,nm0454119,nm0524188,nm0782883,nm0791217,nm0812257
tt0059206	nm0402161	nm0115504,nm0288218,nm0354677,nm0402161
tt0059208	nm0163229	nm0163229
tt0059211	nm0673754	nm1182475,nm1417381
tt0059212	nm0475845	nm0782883,nm0842605
tt0059215	nm0003204	nm0003203,nm0003204,nm0773203
tt0059216	nm0388648	nm0473453,nm0955954,nm0323898
tt0059219	nm0505610	nm0721655,nm0189117,nm0558435
tt0059221	nm0706347	nm0296091,nm0338456,nm0341431
tt0059224	nm0755963	nm0120152,nm0020918
tt0059227	nm0936823	nm0516797
tt0059229	nm0000019	nm0000019,nm0684083,nm0280919,nm0740021
tt0059232	nm0491852	nm0001603,nm0083713
tt0059237	nm0366708	nm0914701,nm0366708,nm0627684
tt0059240	nm0552871	nm7179079,nm0211134
tt0059241	nm0257992	nm0257992,nm0320510
tt0059243	nm0001175	nm0743232,nm0001175
tt0059244	nm0758508	nm0323230,nm0758508
tt0059245	nm0828419,nm0000180,nm0624535	nm0653617,nm0219281,nm0057157,nm0828419,nm0761325
tt0059246	nm0025629	nm0025629,nm0118406,nm0621255
tt0059249	nm0255547	nm0255547,nm0622924
tt0059250	nm0836328	nm0347738,nm0310775
tt0059252	nm0235066	nm0371088,nm0484428,nm0795730
tt0059253	nm0781751	nm0876562
tt0059255	nm0625383	nm0010987
tt0059258	nm0000958	nm0629693
tt0059259	nm0414672	nm0819983,nm0356422
tt0059260	nm0504513	nm0066939,nm0939606
tt0059263	nm0542649	nm0595573,nm0059553,nm0369386,nm1702233
tt0059268	nm0859387	nm0085307,nm0285302
tt0059269	nm0533241	nm0542970,nm0367838,nm0134043,nm0400882
tt0059274	nm0001486	nm0726598,nm0020918
tt0059276	nm0389219	nm0324506,nm0445123,nm0796242
tt0059281	nm0764252	nm0345427,nm0347260,nm0764252
tt0059282	nm0859387	nm0375355,nm0203417
tt0059285	nm0494110,nm0912876,nm0199954	nm0189890,nm0537179
tt0059287	nm0038906	nm0038906,nm0870150
tt0059290	nm0682287,nm0342120	nm0682287
tt0059291	nm0398816	nm7363534,nm0791528
tt0059296	nm0721949	nm0223988,nm0482881,nm0101801
tt0059297	nm0145336	nm0569423,nm0193571
tt0059298	nm0208111	nm0674759,nm0279394,nm0555585
tt0059303	nm0793983	nm0297993,nm1794091
tt0059308	nm0331964	nm0562015,nm0331964,nm0518192,nm0676836
tt0059309	nm0695937	nm0562606,nm0060213
tt0059311	nm0828562	nm0828562
tt0059312	nm0002175	nm0912451,nm0265995,nm0244404
tt0059314	nm0612322	nm0483149
tt0059315	nm0038895	nm0338313,nm0385139,nm0085804
tt0059318	nm0087704	nm0087704,nm0738856,nm0408488,nm0769249,nm0052814,nm0073053,nm0207401,nm0136794,nm0147599,nm0280919,nm0744204,nm0812743,nm0847823
tt0059319	nm0002089	nm0215050,nm0133627,nm0233375
tt0059320	nm0840671	nm1186863,nm1802640,nm0620970
tt0059323	nm0211459	nm0208086,nm0211459,nm0292295,nm0316053,nm0807052
tt0059324	nm0013972	nm0347708,nm0860881
tt0059325	nm0127158	nm0127158,nm0687851
tt0059328	nm0237836	nm0099124,nm0102030,nm1194997,nm0237836
tt0059329	nm0529733	nm0529733,nm0504249
tt0059336	nm0496746	nm0087861
tt0059339	nm0781751	nm0807441,nm0072639,nm0370883,nm0504358
tt0059345	nm0906709	nm0814232,nm0906709,nm4235336
tt0059346	nm0393094	nm0782883
tt0059347	nm0535512	nm0081411,nm0535512
tt0059348	nm0006249	nm0593958,nm0006249
tt0059349	nm0958139	nm1424848,nm1149442,nm0687165,nm0958139
tt0059354	nm0080406	nm1714668,nm0080406,nm0471424,nm1876198
tt0059358	nm0285302	nm0165412,nm0285302
tt0059362	nm0504513	nm0939606,nm0420590
tt0059364	nm0040789	nm0411271,nm0040789,nm0800548,nm0272634
tt0059371	nm0927090	nm0927090
tt0059372	nm0065303	nm0342278,nm0342303,nm0436237,nm0065303
tt0059373	nm0904651	nm0258812,nm0433584
tt0059377	nm0001811	nm0308900,nm0001811
tt0059379	nm0950288	nm0950288
tt0059380	nm0477702	nm0858390,nm0381881,nm0782704
tt0059382	nm0049392,nm0824306,nm1636702	nm1624580,nm0370827,nm0450693,nm0824306
tt0059385	nm0718243	nm0178126,nm0059342,nm0080576,nm0518192,nm0800548
tt0059387	nm0794843	nm0341688,nm0794843
