tconst	directors	writers
tt1131732	nm1201776	nm1201776,nm2919499
tt1131734	nm0476201	nm1959505
tt1131742	nm1019103	nm0428395,nm0837941,nm2533364
tt1131743	nm0827051	nm0752821,nm0827051
tt1131747	nm0870186	nm1141083
tt11317654	nm2454264	nm0009248,nm11358039,nm1892986,nm1748970
tt11318044	nm5772485	nm4852908
tt11318228	nm8464632	nm0711745,nm8464632
tt11319074	nm1899656	nm1506700,nm1899656
tt11320192	nm4697969,nm4698127	nm4697969,nm4698127
tt1132135	nm1863924	nm1863924,nm2820019
tt1132141	nm0595896	nm1015055
tt11321574	nm8867338	\N
tt1132161	nm1475172	nm1475172
tt1132171	nm2821155	nm2821155
tt1132193	nm0662383	nm0227517,nm0662383
tt1132195	nm1298075	\N
tt1132271	nm2822665	nm2822665
tt1132285	nm0642041	nm0642041,nm0508025
tt1132286	nm1378716,nm1198306	nm1198306,nm1378716,nm1796866
tt11322920	nm2819123	nm2819123
tt11323316	nm11178397	nm11178397
tt1132438	nm1104780	nm2841236
tt1132440	nm1636674	nm0409942
tt1132449	nm0001241	nm0222584,nm2822495
tt1132465	nm2822738	nm2822738
tt1132471	nm1455707	nm0584646
tt1132472	nm1274163	nm1288308,nm11230010,nm1340266,nm1431194
tt1132474	nm1641324	nm1641324
tt1132571	nm1475898	nm1418737,nm1825141,nm1416157,nm1475898
tt1132573	nm0881549	nm2267559,nm2817173
tt1132578	nm1364086	nm2304473,nm1364086,nm1146102
tt1132585	nm0001502	nm2842027,nm2153290,nm1139763,nm2838656
tt1132588	nm0174551	nm0174551
tt1132589	nm2818329	nm2818410,nm2333804,nm2818329
tt1132593	nm1162023	nm1162023
tt1132594	nm0218022,nm1086956	nm0218022,nm1086956
tt1132595	nm0155027	nm0155027,nm0613234
tt1132596	nm0398575	nm0418588
tt1132606	nm2818464	nm2817166,nm1242454,nm1242455
tt1132607	nm0778144	nm0778144
tt1132608	nm1879912,nm0070899	nm0070899,nm1879912
tt1132620	nm0649117	nm1064048,nm1065452,nm2297183
tt1132626	nm0352524	nm1733317,nm1729303
tt11327514	nm0050332	nm0050332
tt11329072	nm11153041	nm11153041
tt11334312	nm1111796	nm2662079,nm1111796
tt1133559	nm0945506	nm1108327,nm3243222
tt1133594	nm0609399	nm0812228,nm2887431
tt1133617	nm0894178	nm1834290,nm1303948,nm0936976
tt1133922	nm1048540	nm2587340
tt1133935	nm1829961	nm1108327
tt1133936	nm0945506	nm1108327,nm3243222
tt1133985	nm0132709	nm0075528,nm0338169,nm0973233,nm0325533
tt1133989	nm1503575	nm1503575
tt1133991	nm0329023	nm0329023,nm0615209,nm0005531
tt1133993	nm0385644	nm0791248
tt1133995	nm1643006	nm1776856
tt11342846	nm2833230,nm1355731,nm2050348,nm1957599,nm5180979	\N
tt11343320	nm3724977,nm0368693	nm0368693,nm3062127
tt11343416	nm3724977	nm3724977
tt11343552	nm11159383	nm11159383,nm8591658
tt11343842	nm2764577	nm2764577
tt11343974	nm0766272	nm0766272
tt11344598	nm5757671	nm10807834,nm11159985,nm11159983
tt1134519	nm0383688	nm0000041,nm0452878,nm0644823,nm0620040
tt1134549	nm1485677	nm2899791,nm2822497
tt1134629	nm0589182	nm0589182
tt1134664	nm1426355	nm2819588
tt1134665	nm0001206	nm0001206,nm0513197,nm0957631
tt1134671	nm2825794	nm2826491
tt1134673	nm0910058	\N
tt1134674	nm2176784	nm2819452,nm2176784
tt1134801	nm0217033	nm0217033,nm0200648
tt1134817	nm0251027	nm0877078
tt1134824	nm0882747	nm0882747
tt1134828	nm0323558	nm1472530,nm0323558
tt1134846	nm0571959	nm0973497,nm0771054
tt1134854	nm0001681	nm0001681
tt1134857	nm2357225	nm2801527,nm3050883
tt1134860	nm1155957	nm1155957
tt11349676	nm2267717	nm2267717
tt11349958	nm0033596	nm1165829
tt1135083	nm0312784	nm3360580,nm0312784
tt1135084	nm0525141	nm0020901,nm0144133,nm0525141,nm3033474
tt1135085	nm0400194	nm0400194,nm1239166,nm0794687
tt1135089	nm0770179	nm2837967,nm0770179
tt1135092	nm0000464	nm0000464
tt1135095	nm0191147	nm1709264,nm0000590
tt11351238	nm3386194	nm1059404
tt11351704	\N	nm11163835
tt11351822	nm7052676,nm11163866	nm7052676,nm11163866
tt11354168	nm0535984	nm3887186
tt1135487	nm0006904	nm0006904
tt1135500	nm0293533	nm1441354
tt1135503	nm0001188	nm0001188,nm2823045,nm0157463,nm2954422
tt11355040	nm3909608	\N
tt1135522	nm0386185	nm0122967,nm0361700,nm1415834,nm1130094,nm0541239
tt1135525	nm0373571	nm0151540,nm0373571,nm0501399,nm0815418,nm0831479
tt1135535	nm0501165	nm1777771,nm0501165
tt11357028	nm0006395	nm0006395
tt1135774	nm1203781	nm1203781
tt1135781	nm2826089	nm2826515
tt11358398	nm4259286	nm9348854,nm4259286
tt1135922	nm0506290	nm0421314,nm0506290
tt1135925	nm0471664	nm0471664
tt1135931	nm0438499	nm1879189,nm3831868,nm0438499,nm0759785
tt1135940	nm0631093	nm0004308,nm0631093
tt1135941	nm2054189	nm1172024,nm1162194,nm1169541
tt1135952	nm0219136	nm0219136,nm2823430,nm1656178
tt1135960	nm0826437	nm0826437
tt1135961	nm1547925	nm1547925
tt1135964	nm1028575	nm0270606,nm1410980
tt1135965	nm1965378	nm1965378
tt1135968	nm1089736	nm0788991,nm0243004
tt1135972	nm8274517	nm1251677,nm8274517,nm1602543
tt1135983	nm0530865	nm2196814,nm0530865,nm0793999
tt1135985	nm1890845	nm1890845,nm1898234,nm3041321
tt1135989	nm0000204	nm0000204,nm0654672
tt1135992	nm0039775	nm0039775
tt11360960	nm1184404	nm1184404
tt11362734	nm6499856	nm6499856
tt11364376	nm8767649	\N
tt1136608	nm0088955	nm0088955,nm2833612
tt1136609	nm0618690	nm0479886,nm0618690
tt1136684	nm2005138	nm2008034,nm2005138
tt1136688	nm0089502	nm1996304
tt11368998	nm1450132	nm1733303,nm1450132
tt11371934	nm9272113	nm9272113,nm8973029
tt1137368	nm0471201	nm0471201
tt1137434	nm0474798	\N
tt1137436	nm1425041	nm1093541
tt1137437	nm0028220	nm0028220
tt1137439	nm0002384	nm0055266,nm2830201,nm0002384
tt1137448	nm0443702	nm2044223
tt11374498	nm4281289	nm4281289
tt1137450	nm0744834	nm0138620,nm0307257,nm0562606
tt1137455	nm0691061,nm0002989	nm0691061,nm0486610,nm0002989
tt1137470	nm0751102	nm0330751,nm0799052,nm1001124
tt1137477	nm0702987	nm0702987
tt1137481	nm0756406	nm2829168,nm2830133,nm0756406
tt1137482	nm2821614	nm2821827,nm2821614
tt11378230	nm11174452	nm11174452
tt11378264	nm2098629,nm8201031	\N
tt11379468	nm10678786	nm10678786,nm11186344,nm11186343
tt1137970	nm1760805	nm1760805
tt1137979	nm1302401	nm1302401,nm2830238,nm3128043
tt1137994	nm2092872	nm2092872
tt1137999	nm0556573	nm0556573,nm1899220
tt1138002	nm1127368,nm2035360	\N
tt1138003	nm2781816	nm2781816
tt1138006	nm2831539	nm0000187
tt11380884	nm2550343	nm2550343
tt11381218	nm10121262	nm10121262
tt11382384	nm2406731	nm2406731,nm0598531
tt11384306	nm11177205	\N
tt1138437	nm1942303	nm1942303
tt1138442	nm1012219	nm0000247,nm4221403,nm4220872,nm4220087,nm1109708,nm0150916,nm0505000
tt1138457	nm1659911	nm3005626,nm1659911
tt1138478	nm0554076	nm0554076,nm2939120
tt1138481	nm0676577	nm3836274,nm0676577,nm0886019
tt1138482	nm0430782	nm1437907,nm1440053
tt1138489	nm1044494	nm1044494,nm0600528
tt11385066	nm3645591	nm3645591,nm0670990
tt11385128	nm1990335	nm1990335
tt11386020	nm4475154	\N
tt11388406	nm1337885	nm1337885,nm1555340
tt11388580	nm5300836	\N
tt11388822	nm5271436	nm1580161,nm0909032
tt11388990	nm1823216	nm1823216,nm3998715
tt11390036	nm1347153	nm1347153
tt1139085	nm0451867	nm0019732
tt1139089	nm0762517	nm0315442,nm1680302,nm0762517
tt11392114	nm3225731,nm3226377	\N
tt1139282	nm1981319	nm0850234
tt11393026	nm1804461	nm1804461
tt1139319	nm0280416	nm1019747
tt1139328	nm0000591	nm0365249,nm0000591
tt11393948	nm0767012	nm0767012
tt11394158	nm1474677	nm1474677
tt11394166	nm0225035	nm0225035
tt11394168	nm3686143	\N
tt11394170	nm2687585	nm2687585
tt11394180	nm0990310	nm1637105,nm0990310
tt11394182	nm9335192	nm3136872,nm4232388,nm9335192,nm1704972
tt11394184	nm4361978,nm1492515,nm0825748	\N
tt11394188	nm1614415	\N
tt11394200	nm0289800	nm0289800,nm2398815
tt11394282	nm3635576	nm2156418,nm3635576
tt11394290	nm6380232	nm6380232
tt11394298	nm3073146	nm3073146
tt11394318	nm3450359,nm6016411	nm6016411,nm3450359
tt11394332	nm2671096	nm2671096,nm3888568
tt11394468	nm0255334	\N
tt11394650	nm0225269,nm0463039	nm0225269,nm2452937,nm0463039
tt1139592	nm0759207	nm0759207
tt1139618	nm0356867	nm2833835,nm0356867
tt1139641	nm0464815	nm2830896
tt1139662	nm0928267	nm0928267
tt1139664	nm0122184	nm0122184
tt1139665	nm0152082	nm0152082,nm0390290
tt1139666	nm0529960	nm0529960,nm0585767
tt1139668	nm0275286	nm0275286
tt1139780	nm0776224	nm0776224
tt11397836	nm9103056	nm9103056
tt1139783	nm2832735	nm2861835,nm2831144
tt1139789	nm1992193	nm1992193
tt1139790	nm0922651	nm0922651
tt1139792	nm0498677	nm0894219
tt1139796	nm1234800	nm0191328,nm0730156,nm1291559,nm1234800,nm0260434
tt1139797	nm0019247	nm0512137
tt1139800	nm0284774	nm0284774,nm0333818
tt1139803	nm0285471	nm0285471,nm1718327
tt1139805	nm0465894	nm0465894,nm0423872,nm0932759
tt1139806	nm0746162	nm0333818,nm0746162,nm1151107
tt11399518	nm3882288	nm3882288
tt11402054	nm7149281	nm11184895,nm3972206
tt11402062	nm2909899	nm2909899
tt11402172	nm1485677	nm6687890
tt1140871	nm0161056	nm0161056,nm0324690
tt1140873	nm0661401,nm2832640	nm0661401
tt1141253	nm2207797	\N
tt11412566	nm2925331,nm11189101	\N
tt1141306	nm1192470	nm1192470,nm2835665
tt11416594	nm0948000	nm0948000
tt11416746	nm3797834	\N
tt1141702	nm1573783	nm1573783
tt11417886	nm6381869	nm11346795,nm6381869
tt11418452	nm2568708	nm8706021,nm3024759,nm3892643
tt11423784	nm4058904	nm4058904
tt1142421	nm0267326	nm0267326,nm2838321
tt1142433	nm0421776	nm2609807
tt1142556	nm2840521	nm2840521
tt11426546	nm4221886	nm5976984
tt11426562	nm1071312	\N
tt11426644	nm1101674	nm1079145,nm4095253
tt11426730	nm5954636	nm5954636
tt11427436	nm0954912	\N
tt1142798	nm1347153	nm1347153
tt1142800	nm1347153	nm1347153
tt1142804	nm0331296	nm0489058,nm2871700
tt1142826	nm1547879	nm1547879,nm2293602
tt11428992	nm11198656	nm11198656
tt1142972	nm2838692	nm2839432,nm0648460
tt1142974	nm2008694	nm0562544
tt1142977	nm0000318	nm0728125,nm0000318,nm0041864
tt1142988	nm0525659	nm2946831,nm0527581,nm0809006
tt11430262	nm11196979	nm6601752,nm11196979,nm11227473,nm11227474
tt1143105	nm0761739	nm0761739,nm0936511
tt1143110	nm0946750	nm0532024,nm0143772,nm0625955,nm0683111,nm1285700
tt1143140	nm2100536	nm3078017,nm1304475,nm2016655,nm2100536
tt1143148	nm1662689	nm1662689
tt1143155	nm0811611	nm0811611
tt1143156	nm1777491	nm1840982
tt11433724	nm0433893	nm2517839,nm0433893
tt11433874	nm2022248	\N
tt11437784	nm0773884	nm0773884
tt1143891	nm2247200	nm2247200
tt1143896	nm0038475	nm1169207
tt11440056	nm3828631,nm3508522	nm3508522
tt1144442	nm1066396	nm1066396
tt1144487	nm2854130	\N
tt1144539	nm0827294	nm0827294
tt1144541	nm0622614	nm2842800,nm2842732,nm2843043,nm2842817
tt1144545	nm2842598	nm2842598
tt1144546	nm0924684	nm0309729,nm0614701,nm2295482,nm0924684
tt1144551	nm2842549	nm2842549
tt11447806	nm2887816	\N
tt1144797	nm0002573	nm0248373,nm1863398
tt1144804	nm1287649	nm1287649,nm3002771,nm2101751,nm1375524
tt1144805	nm1355731,nm2050348	nm2050348
tt1144809	nm0875468	nm0880873,nm0847126
tt1144811	nm1300333	nm1300333
tt1144815	nm1371819	nm1371819
tt1144825	nm0544279	nm1972023,nm1970900
tt1144884	nm0254786	nm0107774,nm0714695
tt11448936	nm1941926	nm1941926
tt11449072	nm5673990	nm6296019,nm5673990,nm6074215,nm7618298
tt1144914	nm2165229	nm2859503
tt11449918	nm3538945	nm3538945
tt1145144	nm0414924	nm0374084,nm0088627
tt1145152	nm0812309	nm2845239,nm0812309
tt1145154	nm1371864	nm1371864
tt1145157	nm1430257	nm1430257,nm2845157
tt11454066	nm3809830,nm4093026	nm4093026,nm3809830
tt11454170	nm7455089	nm7455089,nm11674887
tt1145446	nm0994299	nm0994299,nm0345674,nm2088739
tt1145449	nm0375551	nm3217400,nm0375551
tt1145479	nm0463581	nm0463581,nm0513028
tt11454890	nm11207683	nm11207683
tt11457262	nm6294929	nm6294929
tt11457736	nm0205169	nm6437420,nm5189782,nm9106877
tt1145857	nm0836136	nm0836136
tt1145889	nm1556145	nm2846685,nm1556145
tt1146283	nm1290481	nm1636919,nm1656340,nm1290481,nm2874554
tt1146285	nm0576548	nm0576548
tt1146290	nm0945506	nm1108327,nm0440569
tt1146295	nm1548101	nm1548101,nm1551663,nm1636814,nm1500972
tt1146298	nm0346360	nm0346360
tt1146300	nm0481195	nm1104115
tt1146304	nm0759332	nm2857216,nm0524044,nm2587909,nm3127629,nm0759332
tt1146314	nm1465130	nm1465130,nm1492838
tt1146320	nm1847711	nm2288376,nm1847711,nm1498956
tt1146325	nm0063357	nm0063357,nm1687108,nm1330994,nm2858322
tt1146327	nm1481114	nm1481114
tt11464016	nm0467285	nm0467285,nm4815692
tt11464826	nm2341611	nm2420356,nm7364327,nm2341611
tt11465650	nm4432410	nm4432410
tt11469352	nm3169117	nm0457214,nm3169117
tt11469408	nm7612957	nm0845445,nm1287521
tt11469744	nm11215129	nm11215129,nm11223793
tt11470064	nm3033057	nm3015321,nm11337203
tt11470290	nm11215483	nm11681785
tt11473680	nm8816561	\N
tt1147508	nm1167622	nm0297742
tt1147509	nm1167622	nm0297742
tt1147510	nm1167622	nm0297742
tt1147511	nm1167622	nm0297742
tt1147512	\N	nm0297742
tt1147513	nm1167622	nm0297742,nm0457227
tt1147514	nm1167622	nm0297742,nm0457227
tt1147515	nm2416695	nm0297742
tt1147516	nm1167622	nm0297742,nm0457227
tt1147517	nm0386410	nm0297742
tt1147518	nm1167622	nm0297742,nm1773619
tt1147519	nm1167622	nm0297742,nm0457227
tt1147520	nm1167622	nm0297742
tt1147521	nm1167622	nm0297742
tt1147522	nm1167622	nm0297742
tt1147523	nm1167622	nm0297742
tt1147524	nm1167622	nm0297742
tt1147525	nm1167622	nm0297742
tt1147526	nm1167622	nm0297742,nm0457227
tt1147527	nm1167622	nm0297742
tt1147528	nm1167622	nm0297742
tt1147554	nm2821855	nm8507405,nm1741952,nm2821855
tt1147621	nm1699829	\N
tt1147681	nm2360222	nm0312905
tt1147682	nm2852044	nm2852044
tt1147684	nm1060922	nm1169463,nm1060922
tt1147686	nm0453965	nm0453965,nm0840666
tt1147687	nm0001064	nm0458079
tt1147707	nm0814672	nm0814672
tt11477298	nm11350242	nm9527840,nm11782086
tt1147770	nm0479373	nm0479373,nm0545690,nm2486522,nm0823424
tt11481312	nm1875051	nm1135214
tt1148165	nm0674034	nm2853220,nm3532291,nm3532896,nm3514379,nm3533233,nm2735632,nm0187747,nm0674034,nm5163387
tt1148200	nm1938064	nm1938064,nm0656003,nm0272090,nm2595239
tt1148204	nm1429471	nm0424901,nm2858852
tt1148205	nm0346841	nm0104312,nm0346841,nm5654941,nm4120929,nm0483766
tt1148239	nm0707184	nm2854278
tt1148261	nm0994244	nm5159316,nm0948412,nm1818197
tt11486994	nm1887247	nm2264428
tt1148770	nm0005917	nm0725305,nm0928929,nm0902551
tt1148779	nm0102714	nm0102714
tt1148786	nm2853617	nm2853617,nm0531777
tt11490170	nm10466813	nm10466813
tt1149199	nm2366663	\N
tt11493046	nm1210023	nm2660306,nm1210023
tt11493232	nm8789088	\N
tt1149361	nm0000466	nm0000466,nm0491011
tt1149362	nm0359734	nm0359734
tt1149363	nm0320762,nm0840485	nm0320762,nm0840485
tt1149379	nm1046242	nm5485972,nm1270457,nm2855613
tt1149400	nm2258919	\N
tt1149405	nm0504357,nm1179906	\N
tt1149581	nm2589015	nm2589015
tt1149582	nm0789495,nm2856150	nm2856173
tt1149583	nm4215187,nm0758335	\N
tt1149584	nm0851192,nm0004388	\N
tt1149585	nm1078377	nm1078377
tt1149592	nm0754256	nm0754256
tt1149593	nm0702024	nm0702024
tt1149597	nm0868595	nm0868595
tt1149599	nm1138535	nm1138535
tt1149603	nm1001051	nm1001051
tt1149604	nm1001040	nm1001040
tt1149605	nm2133075	nm2133075
tt1149607	nm0834168	nm2018630,nm0834168
tt1149611	nm1729447	nm1729447
tt1149615	nm0880928	nm0880928
tt11496264	nm1545917	nm4235496,nm1545917
tt11496270	nm2239528,nm2591840	\N
tt11497232	nm6261619	\N
tt11497346	nm9846820	nm9846820
tt11497402	nm6836449	\N
tt11497480	nm7531377	\N
tt11497592	nm9103190	nm8194298
tt11497808	nm1136348	\N
tt11498038	nm0403297	nm12143157,nm9348854
tt11501556	nm6476179,nm6689411	\N
tt11502802	nm9829695	nm1547821,nm5655235,nm7917975,nm2706266,nm11227717,nm1840911,nm2807308,nm7479952,nm6914261,nm7917983
tt11506054	nm9284362	nm9284362,nm4544331
tt11506284	nm0782213	nm2125297,nm0782213,nm0893556
tt1150938	nm0305493	nm1039199
tt1150946	nm0890864	nm2500722,nm0890864
tt1150947	nm2064142	nm2064142,nm2053672
tt1151309	nm0068106	nm0068106,nm0120645,nm1335463
tt1151318	nm0659380	nm0659380,nm2259114
tt1151339	nm0954655	nm0954655
tt1151359	nm0625789	nm0625789
tt1151384	nm0478418	nm0478418
tt1151410	nm0902278,nm1036527	nm0902278,nm1036527
tt11515380	\N	nm5680219
tt1151808	nm0947998	nm0648694,nm0685157,nm0947998,nm2859258
tt1151827	nm1455707	nm0496046,nm0584646
tt1151831	nm0881372	nm0304590,nm2047699
tt1151911	nm2859393	nm2859030,nm2859393
tt1151915	nm0212137	nm0841559,nm0619868,nm0854052,nm1032273
tt1151919	nm2017931,nm2013256	nm0084646
tt1151922	nm2222515,nm1199107	nm1199107,nm2222515,nm1380203,nm1469262,nm2251450
tt1151923	nm0179542	nm0084244,nm0179542
tt1152270	nm0527449	nm0527449
tt1152277	nm1012775	nm1012775,nm2441932
tt1152282	nm1840848	nm1840848
tt1152397	nm0228400	nm1683671
tt1152398	nm1400426	nm1400426,nm2860544
tt1152399	nm1595266	nm1595266
tt1152401	nm1670233	nm1670233
tt1152404	nm0746370	nm0746370
tt11525298	nm7625668,nm7625681	nm7625668,nm7625681
tt1152758	nm0473936	nm0473936
tt11527964	nm7960857	nm3635856
tt1152822	nm0418659,nm1823216,nm0316795,nm1164861,nm1041597,nm1823227	nm0119989,nm0316795,nm2505733,nm1041597,nm0418659,nm1823216,nm1823227,nm1164861,nm1912331,nm2762842
tt1152827	nm0884659	nm0139605
tt1152828	nm2095461	nm2095461
tt1152834	nm0356966,nm2861672	nm2861672,nm0356966
tt1152835	nm2863924	nm2863924,nm2867763,nm2864395
tt1152836	nm0000520	nm0072032,nm0000520,nm0081189,nm0123174
tt1152840	nm1903582	nm1903582
tt1152845	nm0451291	nm2414127,nm0451291,nm2756464
tt1152850	nm0716980	nm1299680,nm0716980
tt11529348	nm4492031	nm6610100,nm4492031,nm10983687
tt11529726	nm7659645,nm11238558	nm6708288
tt1153040	nm1082740	nm1082740
tt1153043	nm2873267	nm2873267
tt1153053	nm0438223	nm0541902,nm1698562
tt1153075	nm2320403,nm1561194	nm0331057
tt1153085	nm2133921	nm2133921
tt1153101	nm2862601	nm2862601
tt1153102	nm0046480	nm0046480
tt1153105	nm0814694	nm0814694
tt1153106	nm0108069	nm0583292,nm0740462
tt1153109	nm0453330	nm0097702,nm2864053
tt1153111	nm0690794	nm2765621
tt1153113	nm0106620	nm0476708
tt1153115	nm0045880	nm0045880
tt1153116	nm0624448	nm0624448,nm0605235
tt11531324	nm11239550	nm11239550
tt11531410	nm2765527	nm6243847,nm2765527
tt11531530	nm4519806	nm4519806
tt11532922	nm3282213	\N
tt11534356	nm1699895	nm1699895
tt11534742	nm11240414	nm11240414
tt1153537	nm0785193	nm0935663
tt1153543	nm0432420	nm0432420,nm0458955,nm2800398
tt1153546	nm0093051	nm2359037
tt11536072	nm11241276,nm7243877	nm11241276
tt11536476	nm0938990	\N
tt1153690	nm0358475	nm0358475
tt1153693	nm0319171	nm0319171
tt1153698	nm2866723	nm2866723
tt1153700	nm1513321	nm1513321,nm1026664,nm1329977
tt1153706	nm1349040	nm0005540,nm0915465,nm0005541,nm0915460,nm1349040
tt11538080	nm3070849,nm4174809	nm3070849
tt11539888	nm5337263	nm11313520
tt11542194	nm11244379	nm11244379
tt11542214	nm5469712	nm4856606
tt11547496	nm0222615	nm0222615
tt11547520	nm2195993	nm0091076,nm5707322,nm1069220,nm0882409
tt11550148	nm1057321	\N
tt11550202	nm1995152	nm1995152
tt1155053	nm1168564	nm1168564
tt1155056	nm0357453	nm0357453,nm0505648
tt1155060	nm0348884	nm0421246
tt1155076	nm0958969	nm0614050,nm0436543
tt1155508	nm0501335	nm0150606,nm0089078,nm0668211,nm0693017,nm0501335,nm0880990
tt1155592	nm1016428	nm0677597
tt1155630	nm1119445	nm2279646
tt1155650	nm2273522	nm2195555
tt1155651	nm1939216	nm2195555
tt1155652	nm2867423	nm2195555
tt1155696	nm0945506	nm1108327
tt1155705	nm1066739	nm0297990,nm3140743,nm1780055,nm2448218
tt1155765	nm0411002	nm0793646
tt1155769	nm2239465	nm2239465
tt11559138	nm3014420	nm3014420
tt11559652	nm9243808	nm3769179,nm9243809,nm4376271,nm9243810
tt1156067	nm0010871	nm0010871,nm0511122
tt1156132	nm0429535	nm0429535,nm0495599,nm0880897
tt1156136	nm0864775	nm0387306
tt1156143	nm0720297	nm2039950,nm0720297,nm0004124
tt1156148	nm0442479	nm1209132,nm0759785
tt1156170	nm0427136	nm0427136,nm0584770
tt1156173	nm0069166	nm0069166,nm0149080
tt11561866	nm8622744	nm8568902,nm8622744
tt1156300	nm0278780,nm0597526,nm1053830	nm0597526
tt1156311	nm2865632	nm2865632
tt1156326	nm0638534	nm0638534
tt11563836	nm6785661	nm6785660,nm10314040,nm6785661
tt1156395	nm0766262	nm2400211,nm0766262
tt1156396	nm0128365	nm0128365
tt1156398	nm0281508	nm1014201,nm1116660
tt1156444	nm0492315	nm0492315
tt1156447	nm0944937	nm0944937
tt1156448	nm0805965	nm0805965,nm0819983
tt1156464	nm1678072	nm1337982,nm0764282
tt1156470	nm0847109	nm0847109,nm2865525
tt1156479	nm0756406	nm2894067,nm1077107,nm0756406
tt1156505	nm0687913	nm0687913
tt1156506	nm0150802	nm0950701,nm0150802,nm2588638,nm0169540,nm0604555
tt1156516	nm1626425	nm2022987,nm0893128,nm1626425
tt1156519	nm1140801	nm0493857,nm0578850,nm1664770
tt1156524	nm0601031,nm0957016,nm1726972	nm1726972,nm0957016
tt1156527	nm2869400	nm2869400
tt1156528	nm0121203	nm0121203
tt1156531	nm1120092	nm1120092
tt11566164	nm1156441	nm1156441
tt11566166	nm2541369	nm2541369
tt11568236	nm1763467,nm2153250	\N
tt11568878	nm5813830	nm5813830
tt1157547	nm0233920	nm0316044,nm0407794,nm0613860
tt1157549	nm1257492	nm1257492,nm2520371
tt1157552	nm2588618	nm2588618
tt11575534	nm5526516	nm6403651,nm8700900,nm10101393
tt1157600	nm0506619	nm2605524,nm0506619
tt1157601	nm1275164	nm1275164
tt1157604	nm0069797	nm0069797
tt11576058	nm4811630	nm8559047
tt1157605	nm0315065	\N
tt1157609	nm1029304	nm1029304
tt11576124	nm1068186	nm3932445,nm1068186
tt1157614	nm0339026	nm0593314
tt1157620	nm0949918,nm1313126	nm0148772,nm0949918
tt1157631	nm2872021	nm2871276,nm2872021
tt1157650	nm0413793	nm0413793
tt1157668	nm0462413,nm0921417	nm0462413
tt1157685	nm0681115,nm0475578	nm0475578,nm0681115
tt1157694	nm0114182	nm0114182
tt1157705	nm0954912	nm0082994,nm1557894,nm0954912
tt1157709	nm0609070,nm2871432	\N
tt1157718	nm1803886	\N
tt1157720	nm0034820	nm0034820,nm1646992
tt11581264	nm8684743,nm11383558	nm11363585
tt1158278	nm1104340	nm2354908
tt1158302	nm2871297	nm2871297,nm2372618
tt1158308	nm1072936	nm1072936,nm0957016
tt1158333	nm2871817	\N
tt11584724	nm1909039	nm3854138,nm3712614,nm2744122,nm2849107
tt1158700	nm1018906	nm2319868,nm2872548
tt11588714	nm4202327	nm4202327
tt1158889	nm0646299	nm0007344
tt1158933	nm1378755	nm2872646,nm1378755
tt1158934	nm1330023	nm1330023
tt1158936	nm0002020	nm0002020,nm0344467
tt1158939	nm2830839	nm2830839
tt1159223	nm1045681	nm1459096,nm1641339
tt1159231	nm0682251	nm0682251,nm0894787
tt1159502	nm2131480	nm2877212,nm2322984,nm2320551
tt11595416	nm3340250	nm3340250
tt1159634	nm2876682	nm2876682,nm4911843,nm5425181
tt1159705	nm1635354	nm2513578,nm1737330
tt1159712	nm0998825	\N
tt1159721	nm0896735	nm0896735
tt1159722	nm2399716,nm1260607	\N
tt1159914	nm0712994	nm0712994,nm0006249
tt1159917	nm0474398	nm0474398
tt1159922	nm1852103	nm2876472,nm1852103,nm6206062
tt1159926	nm2266823	nm3021677,nm2266823,nm3251948,nm2889655
tt1159961	nm0353893	nm1344116
tt1159985	nm2683834	nm2683834
tt1160004	nm1320998,nm0139982	nm1320998
tt1160008	nm2701447,nm1868526	nm1867485,nm1868526,nm1774331,nm1865333,nm2701447
tt1160012	nm0347552	nm0347552,nm1997964
tt1160015	nm0553303,nm0239725	nm0181117,nm0239725,nm2876969,nm0553303
tt1160022	nm0739787,nm0330185,nm0008442	nm0008442,nm0330185,nm0739787
tt1160023	nm1070561,nm1356277	nm1070561,nm1356277,nm1709423
tt1160026	nm2310589	nm2310589
tt1160027	nm0488626,nm0488623	nm0488623,nm0488626
tt11602648	nm5979759	\N
tt1160315	nm2876503	nm2876503,nm1840848
tt1160317	nm1995338	nm1986943,nm1995338
tt1160328	nm1475260	nm1475260
tt1160368	nm0001317	nm2896816
tt1160369	nm0601345	nm0601345
tt1160374	nm1924108	nm1924108,nm0313295
tt1160424	nm2569672	\N
tt1160524	nm1145578	nm1618263,nm0847503
tt1160525	nm0951197	nm0846969,nm2095966,nm2242949,nm0814473
tt1160539	nm2131480	nm2153563,nm2272649
tt1160629	nm0632808	nm0297990,nm0383258
tt1160709	nm2778341	nm2778341
tt1160907	nm0881135	nm0881135
tt1160996	nm1199954	nm1199954,nm3118508,nm0850610,nm2100946
tt1161016	nm1764728	nm2881023
tt1161051	nm0817370	nm0817370
tt1161064	nm2050708	nm2050708
tt11611650	nm0994499	\N
tt11613548	nm7821415	nm11300630
tt1161404	nm2876628	nm2874989,nm2876628
tt1161405	nm1789466	nm1789466,nm0885437,nm1078166
tt1161408	nm0757081	nm0555479
tt1161411	nm0785515	nm3963209,nm0785515
tt1161418	nm0381478	nm0381478,nm1415801
tt1161443	nm1141070	nm1141070,nm1749125
tt1161444	nm1548552	nm1548552
tt11614472	nm0350573	nm0194476,nm1776874,nm0350573,nm0434035,nm0678878
tt1161449	nm2856150	nm3421114,nm2856150
